sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target
SNS-LOCA02-002,2025-05-22 07:30:00+00:00,ZONE-A,7.21,1.28,260.62,7.73,17.35,341.82,normal,0,0
SNS-LOCB01-001,2025-05-22 07:30:00+00:00,ZONE-B,7.45,1.26,190.96,7.63,15.96,354.47,normal,0,0
SNS-LOCB02-002,2025-05-22 07:30:00+00:00,ZONE-B,7.26,0.78,235.98,8.14,18.32,362.89,normal,0,0
SNS-LOCC01-001,2025-05-22 07:30:00+00:00,ZONE-C,7.4,2.01,227.37,8.01,17.26,360.68,normal,0,0
SNS-LOCC02-002,2025-05-22 07:30:00+00:00,ZONE-C,7.16,1.09,214.05,7.71,14.62,343.46,normal,0,0
SNS-LOCA01-001,2025-05-22 07:45:00+00:00,ZONE-A,7.1,1.53,220.63,8.18,17.44,366.29,normal,0,0
SNS-LOCA02-002,2025-05-22 07:45:00+00:00,ZONE-A,7.33,1.67,220.43,7.2,18.85,353.33,normal,0,0
SNS-LOCB01-001,2025-05-22 07:45:00+00:00,ZONE-B,7.43,1.55,207.38,8.06,18.66,345.35,normal,0,0
SNS-LOCB02-002,2025-05-22 07:45:00+00:00,ZONE-B,7.2,0.25,203.7,8.42,16.92,343.64,normal,0,0
SNS-LOCC01-001,2025-05-22 07:45:00+00:00,ZONE-C,7.21,1.73,227.27,8.18,19.57,353.86,normal,0,0
SNS-LOCC02-002,2025-05-22 07:45:00+00:00,ZONE-C,7.22,1.3,200.63,7.76,16.59,344.86,normal,0,0
SNS-LOCA01-001,2025-05-22 08:00:00+00:00,ZONE-A,7.2,1.94,221.06,8.26,13.93,342.38,normal,0,0
SNS-LOCA02-002,2025-05-22 08:00:00+00:00,ZONE-A,7.2,1.74,214.27,8.03,17.78,339.69,normal,0,0
SNS-LOCB01-001,2025-05-22 08:00:00+00:00,ZONE-B,7.4,1.16,211.67,8.53,17.68,341.2,normal,0,0
SNS-LOCB02-002,2025-05-22 08:00:00+00:00,ZONE-B,7.35,0.71,204.46,8.85,18.59,349.09,normal,0,0
SNS-LOCC01-001,2025-05-22 08:00:00+00:00,ZONE-C,7.12,1.12,176.25,8.4,15.91,354.93,normal,0,0
SNS-LOCC02-002,2025-05-22 08:00:00+00:00,ZONE-C,7.26,1.72,218.17,7.6,18.0,340.67,normal,0,0
SNS-LOCA01-001,2025-05-22 08:15:00+00:00,ZONE-A,7.19,1.85,208.57,7.8,16.21,335.98,normal,0,0
SNS-LOCA02-002,2025-05-22 08:15:00+00:00,ZONE-A,6.97,1.07,248.48,8.12,17.4,358.33,normal,0,0
SNS-LOCB01-001,2025-05-22 08:15:00+00:00,ZONE-B,7.02,1.21,206.76,8.24,20.54,340.94,normal,0,0
SNS-LOCB02-002,2025-05-22 08:15:00+00:00,ZONE-B,7.25,1.41,230.64,7.53,15.51,339.12,normal,0,0
SNS-LOCC01-001,2025-05-22 08:15:00+00:00,ZONE-C,7.24,1.56,215.14,8.21,16.26,348.01,normal,0,0
SNS-LOCC02-002,2025-05-22 08:15:00+00:00,ZONE-C,7.13,0.62,225.77,8.33,17.0,342.36,normal,0,0
SNS-LOCA01-001,2025-05-22 08:30:00+00:00,ZONE-A,6.91,1.18,217.53,8.14,17.5,347.35,normal,0,0
SNS-LOCA02-002,2025-05-22 08:30:00+00:00,ZONE-A,7.46,1.76,212.63,8.29,18.56,355.35,normal,0,0
SNS-LOCB01-001,2025-05-22 08:30:00+00:00,ZONE-B,7.28,1.4,202.15,8.28,17.95,362.83,normal,0,0
SNS-LOCB02-002,2025-05-22 08:30:00+00:00,ZONE-B,7.09,1.48,215.31,8.81,18.4,346.41,normal,0,0
SNS-LOCC01-001,2025-05-22 08:30:00+00:00,ZONE-C,7.28,1.57,252.46,8.18,16.46,348.72,normal,0,0
SNS-LOCC02-002,2025-05-22 08:30:00+00:00,ZONE-C,7.14,1.86,210.05,7.46,17.99,352.42,normal,0,0
SNS-LOCA01-001,2025-05-22 08:45:00+00:00,ZONE-A,7.05,1.49,210.72,8.32,17.03,352.17,normal,0,0
SNS-LOCA02-002,2025-05-22 08:45:00+00:00,ZONE-A,7.15,1.96,246.91,7.58,14.7,347.44,normal,0,0
SNS-LOCB01-001,2025-05-22 08:45:00+00:00,ZONE-B,7.15,1.41,218.4,8.01,17.42,333.29,normal,0,0
SNS-LOCB02-002,2025-05-22 08:45:00+00:00,ZONE-B,6.9,1.94,219.39,8.62,16.79,326.86,normal,0,0
SNS-LOCC01-001,2025-05-22 08:45:00+00:00,ZONE-C,7.35,1.37,234.11,7.79,17.66,350.56,normal,0,0
SNS-LOCC02-002,2025-05-22 08:45:00+00:00,ZONE-C,7.23,1.84,221.17,8.04,15.97,353.6,normal,0,0
SNS-LOCA01-001,2025-05-22 09:00:00+00:00,ZONE-A,7.14,1.62,202.14,8.32,17.86,361.07,normal,0,0
SNS-LOCA02-002,2025-05-22 09:00:00+00:00,ZONE-A,7.11,1.94,208.38,8.39,17.29,353.31,normal,0,0
SNS-LOCB01-001,2025-05-22 09:00:00+00:00,ZONE-B,7.28,1.92,237.71,7.86,17.32,356.8,normal,0,0
SNS-LOCB02-002,2025-05-22 09:00:00+00:00,ZONE-B,7.2,1.69,220.22,8.18,18.56,344.86,normal,0,0
SNS-LOCC01-001,2025-05-22 09:00:00+00:00,ZONE-C,7.33,2.25,209.41,8.07,17.28,354.25,normal,0,0
SNS-LOCC02-002,2025-05-22 09:00:00+00:00,ZONE-C,7.42,1.07,216.0,8.14,18.0,347.73,normal,0,0
SNS-LOCA01-001,2025-05-22 09:15:00+00:00,ZONE-A,7.23,1.99,217.29,8.27,17.24,350.46,normal,0,0
SNS-LOCA02-002,2025-05-22 09:15:00+00:00,ZONE-A,7.18,1.61,208.13,8.11,17.26,341.74,normal,0,0
SNS-LOCB01-001,2025-05-22 09:15:00+00:00,ZONE-B,7.26,1.6,223.64,8.51,19.96,358.25,normal,0,0
SNS-LOCB02-002,2025-05-22 09:15:00+00:00,ZONE-B,7.61,1.29,230.47,7.45,15.29,351.59,normal,0,0
SNS-LOCC01-001,2025-05-22 09:15:00+00:00,ZONE-C,7.14,1.53,200.35,8.16,15.62,344.48,normal,0,0
SNS-LOCC02-002,2025-05-22 09:15:00+00:00,ZONE-C,7.22,1.34,230.7,7.45,16.0,348.72,normal,0,0
SNS-LOCA01-001,2025-05-22 09:30:00+00:00,ZONE-A,7.21,1.77,207.76,8.17,15.04,334.96,normal,0,0
SNS-LOCA02-002,2025-05-22 09:30:00+00:00,ZONE-A,7.28,0.84,232.75,8.16,17.22,353.21,normal,0,0
SNS-LOCB01-001,2025-05-22 09:30:00+00:00,ZONE-B,7.17,1.28,239.79,8.56,16.28,347.49,normal,0,0
SNS-LOCB02-002,2025-05-22 09:30:00+00:00,ZONE-B,6.83,1.56,226.32,8.03,16.91,352.16,normal,0,0
SNS-LOCC01-001,2025-05-22 09:30:00+00:00,ZONE-C,7.07,2.03,233.87,7.51,14.87,353.39,normal,0,0
SNS-LOCC02-002,2025-05-22 09:30:00+00:00,ZONE-C,7.18,2.0,210.71,7.83,16.53,346.2,normal,0,0
SNS-LOCA01-001,2025-05-22 09:45:00+00:00,ZONE-A,7.02,1.3,206.48,7.88,17.25,350.92,normal,0,0
SNS-LOCA02-002,2025-05-22 09:45:00+00:00,ZONE-A,7.13,1.86,219.37,8.66,15.13,357.41,normal,0,0
SNS-LOCB01-001,2025-05-22 09:45:00+00:00,ZONE-B,6.94,2.02,246.1,7.57,18.13,350.65,normal,0,0
SNS-LOCB02-002,2025-05-22 09:45:00+00:00,ZONE-B,6.92,0.88,221.87,7.86,15.72,350.02,normal,0,0
SNS-LOCC01-001,2025-05-22 09:45:00+00:00,ZONE-C,7.21,1.49,223.26,7.38,17.68,345.38,normal,0,0
SNS-LOCC02-002,2025-05-22 09:45:00+00:00,ZONE-C,7.31,1.91,231.43,8.61,15.97,356.49,normal,0,0
SNS-LOCA01-001,2025-05-22 10:00:00+00:00,ZONE-A,7.07,1.48,222.88,8.2,15.94,355.75,normal,0,0
SNS-LOCA02-002,2025-05-22 10:00:00+00:00,ZONE-A,7.17,1.28,230.91,8.12,15.27,349.01,normal,0,0
SNS-LOCB01-001,2025-05-22 10:00:00+00:00,ZONE-B,7.43,1.41,234.34,8.57,16.09,364.6,normal,0,0
SNS-LOCB02-002,2025-05-22 10:00:00+00:00,ZONE-B,7.02,2.78,189.38,8.0,14.96,351.72,normal,0,0
SNS-LOCC01-001,2025-05-22 10:00:00+00:00,ZONE-C,7.23,0.79,244.03,7.55,18.67,345.2,normal,0,0
SNS-LOCC02-002,2025-05-22 10:00:00+00:00,ZONE-C,7.38,1.8,267.92,8.27,16.69,336.37,normal,0,0
SNS-LOCA01-001,2025-05-22 10:15:00+00:00,ZONE-A,7.02,0.87,214.54,7.76,16.37,348.34,normal,0,0
SNS-LOCA02-002,2025-05-22 10:15:00+00:00,ZONE-A,7.17,1.98,197.18,8.92,15.38,351.27,normal,0,0
SNS-LOCB01-001,2025-05-22 10:15:00+00:00,ZONE-B,7.53,1.75,241.98,7.98,14.39,368.63,normal,0,0
SNS-LOCB02-002,2025-05-22 10:15:00+00:00,ZONE-B,7.32,1.39,205.7,8.43,17.08,348.81,normal,0,0
SNS-LOCC01-001,2025-05-22 10:15:00+00:00,ZONE-C,7.25,1.86,264.18,8.37,16.52,341.32,normal,0,0
SNS-LOCC02-002,2025-05-22 10:15:00+00:00,ZONE-C,7.16,0.69,212.78,7.38,13.88,335.04,normal,0,0
SNS-LOCA01-001,2025-05-22 10:30:00+00:00,ZONE-A,7.16,0.4,221.17,8.33,17.78,351.98,normal,0,0
SNS-LOCA02-002,2025-05-22 10:30:00+00:00,ZONE-A,7.2,0.83,201.69,8.68,15.73,346.65,normal,0,0
SNS-LOCB01-001,2025-05-22 10:30:00+00:00,ZONE-B,7.21,1.54,223.21,7.53,18.37,334.49,normal,0,0
SNS-LOCB02-002,2025-05-22 10:30:00+00:00,ZONE-B,7.25,2.12,228.88,7.73,17.94,355.45,normal,0,0
SNS-LOCC01-001,2025-05-22 10:30:00+00:00,ZONE-C,7.12,1.25,203.7,7.4,14.69,360.24,normal,0,0
SNS-LOCC02-002,2025-05-22 10:30:00+00:00,ZONE-C,7.0,2.06,238.69,8.66,17.1,345.58,normal,0,0
SNS-LOCA01-001,2025-05-22 10:45:00+00:00,ZONE-A,7.08,0.79,265.26,7.7,16.49,362.51,normal,0,0
SNS-LOCA02-002,2025-05-22 10:45:00+00:00,ZONE-A,7.39,1.48,211.36,8.08,16.45,352.38,normal,0,0
SNS-LOCB01-001,2025-05-22 10:45:00+00:00,ZONE-B,7.27,1.93,230.18,8.64,15.21,359.56,normal,0,0
SNS-LOCB02-002,2025-05-22 10:45:00+00:00,ZONE-B,7.23,1.51,218.46,8.28,15.4,357.76,normal,0,0
SNS-LOCC01-001,2025-05-22 10:45:00+00:00,ZONE-C,7.45,1.18,195.89,8.0,16.47,335.38,normal,0,0
SNS-LOCC02-002,2025-05-22 10:45:00+00:00,ZONE-C,7.03,1.5,208.0,8.03,15.75,356.23,normal,0,0
SNS-LOCA01-001,2025-05-22 11:00:00+00:00,ZONE-A,6.98,1.69,216.7,8.89,15.74,343.97,normal,0,0
SNS-LOCA02-002,2025-05-22 11:00:00+00:00,ZONE-A,7.22,2.24,252.88,7.97,16.44,358.05,normal,0,0
SNS-LOCB01-001,2025-05-22 11:00:00+00:00,ZONE-B,7.33,1.99,208.41,7.85,14.0,346.39,normal,0,0
SNS-LOCB02-002,2025-05-22 11:00:00+00:00,ZONE-B,7.19,0.48,211.32,8.32,14.42,357.45,normal,0,0
SNS-LOCC01-001,2025-05-22 11:00:00+00:00,ZONE-C,6.92,1.83,195.91,7.3,14.77,340.53,normal,0,0
SNS-LOCC02-002,2025-05-22 11:00:00+00:00,ZONE-C,7.57,1.21,221.09,7.99,16.06,338.52,normal,0,0
SNS-LOCA01-001,2025-05-22 11:15:00+00:00,ZONE-A,7.23,1.34,210.68,8.13,15.45,338.51,normal,0,0
SNS-LOCA02-002,2025-05-22 11:15:00+00:00,ZONE-A,7.12,1.67,227.44,8.16,16.45,339.37,normal,0,0
SNS-LOCB01-001,2025-05-22 11:15:00+00:00,ZONE-B,7.24,1.2,221.17,7.61,15.0,356.86,normal,0,0
SNS-LOCB02-002,2025-05-22 11:15:00+00:00,ZONE-B,7.4,0.87,203.53,8.4,14.3,360.7,normal,0,0
SNS-LOCC01-001,2025-05-22 11:15:00+00:00,ZONE-C,7.42,1.54,198.37,8.02,14.88,362.79,normal,0,0
SNS-LOCC02-002,2025-05-22 11:15:00+00:00,ZONE-C,7.48,1.91,217.55,7.48,16.81,358.65,normal,0,0
SNS-LOCA01-001,2025-05-22 11:30:00+00:00,ZONE-A,7.1,1.57,212.32,7.27,16.01,337.09,normal,0,0
SNS-LOCA02-002,2025-05-22 11:30:00+00:00,ZONE-A,7.21,1.16,215.81,7.89,13.31,345.74,normal,0,0
SNS-LOCB01-001,2025-05-22 11:30:00+00:00,ZONE-B,7.27,1.8,216.36,8.56,15.5,368.4,normal,0,0
SNS-LOCB02-002,2025-05-22 11:30:00+00:00,ZONE-B,6.99,2.1,207.61,8.45,16.28,354.74,normal,0,0
SNS-LOCC01-001,2025-05-22 11:30:00+00:00,ZONE-C,7.13,2.0,218.75,8.05,16.26,360.02,normal,0,0
SNS-LOCC02-002,2025-05-22 11:30:00+00:00,ZONE-C,7.08,2.08,218.45,7.41,13.83,346.73,normal,0,0
SNS-LOCA01-001,2025-05-22 11:45:00+00:00,ZONE-A,7.15,1.62,210.48,8.24,17.35,350.59,normal,0,0
SNS-LOCA02-002,2025-05-22 11:45:00+00:00,ZONE-A,7.13,1.47,196.06,7.56,13.3,353.94,normal,0,0
SNS-LOCB01-001,2025-05-22 11:45:00+00:00,ZONE-B,7.31,1.76,215.49,8.66,15.8,351.27,normal,0,0
SNS-LOCB02-002,2025-05-22 11:45:00+00:00,ZONE-B,6.79,1.47,255.74,7.6,16.49,353.21,normal,0,0
SNS-LOCC01-001,2025-05-22 11:45:00+00:00,ZONE-C,7.26,1.33,230.17,7.41,15.37,354.83,normal,0,0
SNS-LOCC02-002,2025-05-22 11:45:00+00:00,ZONE-C,7.47,1.57,221.89,7.71,16.36,361.3,normal,0,0
SNS-LOCA01-001,2025-05-22 12:00:00+00:00,ZONE-A,7.18,2.04,232.44,7.95,14.3,354.32,normal,0,0
SNS-LOCA02-002,2025-05-22 12:00:00+00:00,ZONE-A,7.24,1.13,233.54,8.19,15.1,344.2,normal,0,0
SNS-LOCB01-001,2025-05-22 12:00:00+00:00,ZONE-B,7.02,1.06,233.0,8.42,15.22,337.84,normal,0,0
SNS-LOCB02-002,2025-05-22 12:00:00+00:00,ZONE-B,7.46,1.19,218.81,7.9,14.74,353.44,normal,0,0
SNS-LOCC01-001,2025-05-22 12:00:00+00:00,ZONE-C,7.28,1.58,210.68,8.15,15.33,344.13,normal,0,0
SNS-LOCC02-002,2025-05-22 12:00:00+00:00,ZONE-C,6.99,1.1,195.63,8.08,17.33,346.98,normal,0,0
SNS-LOCA01-001,2025-05-22 12:15:00+00:00,ZONE-A,7.13,2.03,234.99,7.74,15.6,347.13,normal,0,0
SNS-LOCA02-002,2025-05-22 12:15:00+00:00,ZONE-A,7.34,1.41,203.95,7.34,13.92,356.84,normal,0,0
SNS-LOCB01-001,2025-05-22 12:15:00+00:00,ZONE-B,7.21,0.98,213.65,8.2,13.9,346.73,normal,0,0
SNS-LOCB02-002,2025-05-22 12:15:00+00:00,ZONE-B,6.8,1.01,194.81,7.86,16.0,345.99,normal,0,0
SNS-LOCC01-001,2025-05-22 12:15:00+00:00,ZONE-C,7.17,1.42,211.48,9.18,14.38,362.87,normal,0,0
SNS-LOCC02-002,2025-05-22 12:15:00+00:00,ZONE-C,7.37,1.24,244.93,8.37,13.75,347.31,normal,0,0
SNS-LOCA01-001,2025-05-22 12:30:00+00:00,ZONE-A,7.06,1.45,223.89,7.92,13.14,356.62,normal,0,0
SNS-LOCA02-002,2025-05-22 12:30:00+00:00,ZONE-A,7.2,1.48,207.58,8.72,13.71,352.63,normal,0,0
SNS-LOCB01-001,2025-05-22 12:30:00+00:00,ZONE-B,7.19,1.7,232.52,8.32,14.53,366.38,normal,0,0
SNS-LOCB02-002,2025-05-22 12:30:00+00:00,ZONE-B,7.17,1.89,218.72,7.69,13.81,338.07,normal,0,0
SNS-LOCC01-001,2025-05-22 12:30:00+00:00,ZONE-C,6.94,1.23,214.88,8.35,13.82,351.05,normal,0,0
SNS-LOCC02-002,2025-05-22 12:30:00+00:00,ZONE-C,7.32,1.38,223.2,7.73,13.92,336.91,normal,0,0
SNS-LOCA01-001,2025-05-22 12:45:00+00:00,ZONE-A,7.12,2.7,219.23,7.62,13.94,346.18,normal,0,0
SNS-LOCA02-002,2025-05-22 12:45:00+00:00,ZONE-A,7.47,1.74,227.88,7.99,12.42,349.3,normal,0,0
SNS-LOCB01-001,2025-05-22 12:45:00+00:00,ZONE-B,7.24,1.66,223.89,8.08,16.41,360.5,normal,0,0
SNS-LOCB02-002,2025-05-22 12:45:00+00:00,ZONE-B,6.86,1.44,239.21,7.67,13.61,361.27,normal,0,0
SNS-LOCC01-001,2025-05-22 12:45:00+00:00,ZONE-C,7.42,1.5,211.9,8.51,14.3,349.38,normal,0,0
SNS-LOCC02-002,2025-05-22 12:45:00+00:00,ZONE-C,7.35,1.81,215.92,8.21,14.56,352.24,normal,0,0
SNS-LOCA01-001,2025-05-22 13:00:00+00:00,ZONE-A,7.21,1.29,243.05,8.16,14.42,348.53,normal,0,0
SNS-LOCA02-002,2025-05-22 13:00:00+00:00,ZONE-A,6.96,1.23,192.52,7.59,14.63,347.38,normal,0,0
SNS-LOCB01-001,2025-05-22 13:00:00+00:00,ZONE-B,7.23,1.68,241.56,7.35,14.23,336.04,normal,0,0
SNS-LOCB02-002,2025-05-22 13:00:00+00:00,ZONE-B,7.38,1.53,259.86,7.66,14.18,346.1,normal,0,0
SNS-LOCC01-001,2025-05-22 13:00:00+00:00,ZONE-C,7.24,1.45,244.47,8.04,12.33,362.7,normal,0,0
SNS-LOCC02-002,2025-05-22 13:00:00+00:00,ZONE-C,7.27,1.45,210.19,7.56,12.46,337.13,normal,0,0
SNS-LOCA01-001,2025-05-22 13:15:00+00:00,ZONE-A,7.26,2.14,183.22,8.04,13.53,356.59,normal,0,0
SNS-LOCA02-002,2025-05-22 13:15:00+00:00,ZONE-A,7.0,1.48,211.66,8.07,13.21,338.73,normal,0,0
SNS-LOCB01-001,2025-05-22 13:15:00+00:00,ZONE-B,7.15,1.43,198.47,8.39,13.59,341.83,normal,0,0
SNS-LOCB02-002,2025-05-22 13:15:00+00:00,ZONE-B,7.13,1.16,203.51,8.35,14.19,357.77,normal,0,0
SNS-LOCC01-001,2025-05-22 13:15:00+00:00,ZONE-C,7.08,0.93,211.93,7.98,14.99,347.94,normal,0,0
SNS-LOCC02-002,2025-05-22 13:15:00+00:00,ZONE-C,7.04,0.96,202.87,8.42,14.35,356.21,normal,0,0
SNS-LOCA01-001,2025-05-22 13:30:00+00:00,ZONE-A,7.09,1.14,213.72,8.36,15.53,337.85,normal,0,0
SNS-LOCA02-002,2025-05-22 13:30:00+00:00,ZONE-A,7.08,1.66,222.62,7.67,12.68,349.58,normal,0,0
SNS-LOCB01-001,2025-05-22 13:30:00+00:00,ZONE-B,7.22,1.59,213.31,8.26,16.02,365.29,normal,0,0
SNS-LOCB02-002,2025-05-22 13:30:00+00:00,ZONE-B,7.23,1.75,226.69,7.82,12.69,338.02,normal,0,0
SNS-LOCC01-001,2025-05-22 13:30:00+00:00,ZONE-C,6.99,1.62,221.18,7.9,14.02,358.14,normal,0,0
SNS-LOCC02-002,2025-05-22 13:30:00+00:00,ZONE-C,7.32,1.34,218.36,8.24,15.83,344.12,normal,0,0
SNS-LOCA01-001,2025-05-22 13:45:00+00:00,ZONE-A,7.49,2.01,224.95,8.25,16.49,349.24,normal,0,0
SNS-LOCA02-002,2025-05-22 13:45:00+00:00,ZONE-A,7.19,1.01,217.51,7.93,13.69,339.03,normal,0,0
SNS-LOCB01-001,2025-05-22 13:45:00+00:00,ZONE-B,7.32,1.53,240.55,8.75,14.43,343.15,normal,0,0
SNS-LOCB02-002,2025-05-22 13:45:00+00:00,ZONE-B,7.15,1.23,210.81,7.67,14.26,360.51,normal,0,0
SNS-LOCC01-001,2025-05-22 13:45:00+00:00,ZONE-C,7.12,1.47,197.88,7.86,15.72,369.07,normal,0,0
SNS-LOCC02-002,2025-05-22 13:45:00+00:00,ZONE-C,7.21,1.46,217.78,7.83,14.04,353.12,normal,0,0
SNS-LOCA01-001,2025-05-22 14:00:00+00:00,ZONE-A,7.2,1.26,199.68,8.06,12.81,349.39,normal,0,0
SNS-LOCA02-002,2025-05-22 14:00:00+00:00,ZONE-A,7.06,1.33,215.92,7.88,16.02,359.51,normal,0,0
SNS-LOCB01-001,2025-05-22 14:00:00+00:00,ZONE-B,7.33,1.14,229.03,8.03,14.16,351.74,normal,0,0
SNS-LOCB02-002,2025-05-22 14:00:00+00:00,ZONE-B,7.58,1.33,220.73,8.08,13.9,357.79,normal,0,0
SNS-LOCC01-001,2025-05-22 14:00:00+00:00,ZONE-C,7.22,1.31,192.87,8.0,14.11,352.86,normal,0,0
SNS-LOCC02-002,2025-05-22 14:00:00+00:00,ZONE-C,6.95,1.21,205.37,7.6,14.26,340.81,normal,0,0
SNS-LOCA01-001,2025-05-22 14:15:00+00:00,ZONE-A,7.2,1.52,236.5,8.05,15.17,358.92,normal,0,0
SNS-LOCA02-002,2025-05-22 14:15:00+00:00,ZONE-A,7.39,2.03,190.08,7.53,13.7,348.63,normal,0,0
SNS-LOCB01-001,2025-05-22 14:15:00+00:00,ZONE-B,7.19,1.51,210.09,7.98,12.64,338.72,normal,0,0
SNS-LOCB02-002,2025-05-22 14:15:00+00:00,ZONE-B,7.32,1.71,227.25,8.5,15.5,329.73,normal,0,0
SNS-LOCC01-001,2025-05-22 14:15:00+00:00,ZONE-C,7.38,1.81,241.11,8.51,14.1,345.58,normal,0,0
SNS-LOCC02-002,2025-05-22 14:15:00+00:00,ZONE-C,7.13,2.79,211.46,7.82,14.93,353.65,normal,0,0
SNS-LOCA01-001,2025-05-22 14:30:00+00:00,ZONE-A,7.24,1.26,249.36,7.92,15.36,357.03,normal,0,0
SNS-LOCA02-002,2025-05-22 14:30:00+00:00,ZONE-A,7.05,1.87,211.71,8.31,13.7,360.13,normal,0,0
SNS-LOCB01-001,2025-05-22 14:30:00+00:00,ZONE-B,7.51,1.92,185.21,7.7,11.85,344.1,normal,0,0
SNS-LOCB02-002,2025-05-22 14:30:00+00:00,ZONE-B,7.09,1.51,236.72,8.44,14.54,355.2,normal,0,0
SNS-LOCC01-001,2025-05-22 14:30:00+00:00,ZONE-C,7.3,1.32,206.07,7.5,12.8,353.18,normal,0,0
SNS-LOCC02-002,2025-05-22 14:30:00+00:00,ZONE-C,7.25,1.47,217.43,8.63,13.17,330.36,normal,0,0
SNS-LOCA01-001,2025-05-22 14:45:00+00:00,ZONE-A,7.16,2.09,199.71,7.52,12.71,355.64,normal,0,0
SNS-LOCA02-002,2025-05-22 14:45:00+00:00,ZONE-A,7.15,1.06,238.8,7.55,14.95,345.11,normal,0,0
SNS-LOCB01-001,2025-05-22 14:45:00+00:00,ZONE-B,7.16,1.76,238.49,8.28,15.69,347.3,normal,0,0
SNS-LOCB02-002,2025-05-22 14:45:00+00:00,ZONE-B,7.55,0.86,242.93,8.43,15.61,339.15,normal,0,0
SNS-LOCC01-001,2025-05-22 14:45:00+00:00,ZONE-C,7.03,1.63,204.4,7.39,14.19,340.14,normal,0,0
SNS-LOCC02-002,2025-05-22 14:45:00+00:00,ZONE-C,6.85,1.78,221.47,7.64,15.94,353.3,normal,0,0
SNS-LOCA01-001,2025-05-22 15:00:00+00:00,ZONE-A,7.28,1.62,227.75,8.78,12.67,348.91,normal,0,0
SNS-LOCA02-002,2025-05-22 15:00:00+00:00,ZONE-A,7.22,1.92,211.33,8.5,13.13,350.61,normal,0,0
SNS-LOCB01-001,2025-05-22 15:00:00+00:00,ZONE-B,7.22,1.72,222.89,8.35,15.05,350.1,normal,0,0
SNS-LOCB02-002,2025-05-22 15:00:00+00:00,ZONE-B,7.13,1.82,238.03,8.72,15.19,334.44,normal,0,0
SNS-LOCC01-001,2025-05-22 15:00:00+00:00,ZONE-C,7.39,0.71,207.6,8.53,14.35,347.23,normal,0,0
SNS-LOCC02-002,2025-05-22 15:00:00+00:00,ZONE-C,7.43,1.64,179.39,7.69,15.9,352.4,normal,0,0
SNS-LOCA01-001,2025-05-22 15:15:00+00:00,ZONE-A,7.24,1.05,232.63,8.34,16.36,357.73,normal,0,0
SNS-LOCA02-002,2025-05-22 15:15:00+00:00,ZONE-A,7.03,1.26,218.07,8.0,13.3,348.91,normal,0,0
SNS-LOCB01-001,2025-05-22 15:15:00+00:00,ZONE-B,7.52,1.77,223.46,8.49,14.44,347.31,normal,0,0
SNS-LOCB02-002,2025-05-22 15:15:00+00:00,ZONE-B,7.2,1.22,228.51,7.82,15.99,351.1,normal,0,0
SNS-LOCC01-001,2025-05-22 15:15:00+00:00,ZONE-C,7.26,1.93,206.01,7.84,15.46,352.11,normal,0,0
SNS-LOCC02-002,2025-05-22 15:15:00+00:00,ZONE-C,7.19,1.49,236.24,8.47,16.05,353.34,normal,0,0
SNS-LOCA01-001,2025-05-22 15:30:00+00:00,ZONE-A,7.2,1.83,212.79,8.71,13.73,343.27,normal,0,0
SNS-LOCA02-002,2025-05-22 15:30:00+00:00,ZONE-A,7.15,1.35,223.38,8.14,15.13,341.38,normal,0,0
SNS-LOCB01-001,2025-05-22 15:30:00+00:00,ZONE-B,7.18,0.93,217.73,7.53,15.41,344.19,normal,0,0
SNS-LOCB02-002,2025-05-22 15:30:00+00:00,ZONE-B,7.21,1.48,200.39,8.02,16.46,355.32,normal,0,0
SNS-LOCC01-001,2025-05-22 15:30:00+00:00,ZONE-C,7.2,1.74,208.86,8.54,14.8,347.62,normal,0,0
SNS-LOCC02-002,2025-05-22 15:30:00+00:00,ZONE-C,7.1,1.52,198.58,7.0,15.61,334.82,normal,0,0
SNS-LOCA01-001,2025-05-22 15:45:00+00:00,ZONE-A,7.03,1.26,216.12,7.98,15.09,352.22,normal,0,0
SNS-LOCA02-002,2025-05-22 15:45:00+00:00,ZONE-A,7.1,2.33,221.31,8.18,16.63,343.32,normal,0,0
SNS-LOCB01-001,2025-05-22 15:45:00+00:00,ZONE-B,7.17,1.54,216.02,8.16,15.09,347.47,normal,0,0
SNS-LOCB02-002,2025-05-22 15:45:00+00:00,ZONE-B,7.06,2.39,228.21,8.64,17.04,347.0,normal,0,0
SNS-LOCC01-001,2025-05-22 15:45:00+00:00,ZONE-C,7.26,1.76,212.93,8.2,15.37,342.65,normal,0,0
SNS-LOCC02-002,2025-05-22 15:45:00+00:00,ZONE-C,7.0,1.39,233.36,8.36,13.55,359.96,normal,0,0
SNS-LOCA01-001,2025-05-22 16:00:00+00:00,ZONE-A,7.28,1.97,217.86,8.48,16.25,343.66,normal,0,0
SNS-LOCA02-002,2025-05-22 16:00:00+00:00,ZONE-A,7.07,1.48,201.89,8.33,14.55,348.74,normal,0,0
SNS-LOCB01-001,2025-05-22 16:00:00+00:00,ZONE-B,7.1,1.6,206.03,7.66,13.85,345.21,normal,0,0
SNS-LOCB02-002,2025-05-22 16:00:00+00:00,ZONE-B,7.34,1.71,256.66,7.82,16.1,348.19,normal,0,0
SNS-LOCC01-001,2025-05-22 16:00:00+00:00,ZONE-C,7.23,1.69,213.92,7.98,16.56,336.51,normal,0,0
